season,week,gameday,game_type,home_team,away_team,home_score,away_score,home_rank,away_rank,location,notes,game_id
2015,18,2015-12-30,BOWL,Mississippi State,North Carolina State,51.0,28.0,,,Neutral,Belk Bowl (Charlotte NC),2015_18_NorthCarolinaState_MississippiState
2015,18,2015-12-30,BOWL,Wisconsin,Southern California,23.0,21.0,23.0,,Neutral,Holiday Bowl (San Diego CA),2015_18_SouthernCalifornia_Wisconsin
2015,18,2015-12-31,BOWL,Alabama,Michigan State,38.0,0.0,2.0,3.0,Neutral,Cotton Bowl (Arlington TX),2015_18_MichiganState_Alabama
2015,18,2015-12-31,BOWL,Clemson,Oklahoma,37.0,17.0,1.0,4.0,Neutral,Orange Bowl (Miami Gardens FL),2015_18_Oklahoma_Clemson
2015,18,2015-12-31,BOWL,Houston,Florida State,38.0,24.0,14.0,9.0,Neutral,Peach Bowl (Atlanta GA),2015_18_FloridaState_Houston
2015,18,2016-01-01,BOWL,Michigan,Florida,41.0,7.0,17.0,19.0,Neutral,Citrus Bowl (Orlando FL),2015_18_Florida_Michigan
2015,18,2016-01-01,BOWL,Mississippi,Oklahoma State,48.0,20.0,16.0,13.0,Neutral,Sugar Bowl (New Orleans LA),2015_18_OklahomaState_Mississippi
2015,18,2016-01-01,BOWL,Ohio State,Notre Dame,44.0,28.0,7.0,8.0,Neutral,Fiesta Bowl (Glendale AZ),2015_18_NotreDame_OhioState
2015,18,2016-01-01,BOWL,Stanford,Iowa,45.0,16.0,5.0,6.0,Neutral,Rose Bowl (Pasadena CA),2015_18_Iowa_Stanford
2015,18,2016-01-01,BOWL,Tennessee,Northwestern,45.0,6.0,,12.0,Neutral,Outback Bowl (Tampa FL),2015_18_Northwestern_Tennessee
2015,18,2016-01-02,BOWL,Arkansas,Kansas State,45.0,23.0,,,Neutral,Liberty Bowl (Memphis TN),2015_18_KansasState_Arkansas
2015,18,2016-01-02,BOWL,Georgia,Penn State,24.0,17.0,,,Neutral,TaxSlayer Bowl (Jacksonville FL),2015_18_PennState_Georgia
2015,18,2016-01-02,BOWL,Texas Christian,Oregon,47.0,41.0,11.0,15.0,Neutral,Alamo Bowl (San Antonio TX),2015_18_Oregon_TexasChristian
2015,18,2016-01-02,BOWL,West Virginia,Arizona State,43.0,42.0,,,Neutral,Cactus Bowl (Tempe AZ),2015_18_ArizonaState_WestVirginia
2015,19,2016-01-11,CCG,Alabama,Clemson,45.0,40.0,2.0,1.0,Neutral,College Football Playoff National Championship (Glendale AZ),2015_19_Clemson_Alabama
2016,1,2016-08-26,REG,California,Hawaii,51.0,31.0,,,Neutral,ANZ Stadium - Sydney AUS,2016_01_Hawaii_California
2016,1,2016-08-27,REG,California,Hawaii,51.0,31.0,,,Neutral,,2016_01_Hawaii_California
2016,2,2016-09-01,REG,Central Michigan,Presbyterian,49.0,3.0,,,Home,Kelly/Shorts Stadium - Mount Pleasant Michigan,2016_02_Presbyterian_CentralMichigan
2016,2,2016-09-01,REG,Cincinnati,Tennessee-Martin,28.0,7.0,,,Home,Nippert Stadium - Cincinnati Ohio,2016_02_TennesseeMartin_Cincinnati
2016,2,2016-09-01,REG,Connecticut,Maine,24.0,21.0,,,Home,Rentschler Field - East Hartford Connecticut,2016_02_Maine_Connecticut
2016,2,2016-09-01,REG,Florida International,Indiana,13.0,34.0,,,Home,FIU Stadium - Miami Florida,2016_02_Indiana_FloridaInternational
2016,2,2016-09-01,REG,Idaho,Montana State,20.0,17.0,,,Home,Kibbie Dome - Moscow Idaho,2016_02_MontanaState_Idaho
2016,2,2016-09-01,REG,Louisville,Charlotte,70.0,14.0,19.0,,Home,Papa John's Cardinal Stadium - Louisville Kentucky,2016_02_Charlotte_Louisville
2016,2,2016-09-01,REG,Minnesota,Oregon State,30.0,23.0,,,Home,TCF Bank Stadium - Minneapolis Minnesota,2016_02_OregonState_Minnesota
2016,2,2016-09-01,REG,Nevada-Las Vegas,Jackson State,63.0,13.0,,,Home,Sam Boyd Stadium - Las Vegas Nevada,2016_02_JacksonState_NevadaLasVegas
2016,2,2016-09-01,REG,New Mexico,South Dakota,48.0,21.0,,,Home,University Stadium - Albuquerque New Mexico,2016_02_SouthDakota_NewMexico
2016,2,2016-09-01,REG,North Carolina State,William & Mary,48.0,14.0,,,Home,Carter Finley Stadium - Raleigh North Carolina,2016_02_WilliamMary_NorthCarolinaState
2016,2,2016-09-01,REG,Tennessee,Appalachian State,20.0,13.0,9.0,,Home,Neyland Stadium - Knoxville Tennessee,2016_02_AppalachianState_Tennessee
2016,2,2016-09-01,REG,Utah,Southern Utah,24.0,0.0,,,Home,Rice-Eccles Stadium - Salt Lake City Utah,2016_02_SouthernUtah_Utah
2016,2,2016-09-01,REG,Utah State,Weber State,45.0,6.0,,,Home,Merlin Olsen Field at Maverik Stadium - Logan Utah,2016_02_WeberState_UtahState
2016,2,2016-09-01,REG,Vanderbilt,South Carolina,10.0,13.0,,,Home,Vanderbilt Stadium - Nashville Tennessee,2016_02_SouthCarolina_Vanderbilt
2016,2,2016-09-01,REG,Wake Forest,Tulane,7.0,3.0,,,Home,BB&T Field - Winston-Salem North Carolina,2016_02_Tulane_WakeForest
2016,2,2016-09-01,REG,Western Kentucky,Rice,46.0,14.0,,,Home,Houchens Industries-L.T. Smith Stadium - Bowling Green Kentucky,2016_02_Rice_WesternKentucky
2016,2,2016-09-02,REG,Arkansas State,Toledo,10.0,31.0,,,Home,Centennial Bank Stadium - Jonesboro Arkansas,2016_02_Toledo_ArkansasState
2016,2,2016-09-02,REG,Baylor,Northwestern State,55.0,7.0,23.0,,Home,McLane Stadium - Waco Texas,2016_02_NorthwesternState_Baylor
2016,2,2016-09-02,REG,Buffalo,Albany,16.0,22.0,,,Home,University of Buffalo Stadium - Buffalo New York,2016_02_Albany_Buffalo
2016,2,2016-09-02,REG,Colorado,Colorado State,44.0,7.0,,,Neutral,Sports Authority Field - Denver Colorado,2016_02_ColoradoState_Colorado
2016,2,2016-09-02,REG,Eastern Michigan,Mississippi Valley State,61.0,14.0,,,Home,Rynearson Stadium - Ypsilanti Michigan,2016_02_MississippiValleyState_EasternMichigan
2016,2,2016-09-02,REG,Georgia State,Ball State,21.0,31.0,,,Home,Georgia Dome - Atlanta Georgia,2016_02_BallState_GeorgiaState
2016,2,2016-09-02,REG,Michigan State,Furman,28.0,13.0,12.0,,Home,Spartan Stadium - East Lansing Michigan,2016_02_Furman_MichiganState
2016,2,2016-09-02,REG,Nevada,Cal Poly,30.0,27.0,,,Home,MacKay Stadium - Reno Nevada,2016_02_CalPoly_Nevada
2016,2,2016-09-02,REG,Stanford,Kansas State,26.0,13.0,8.0,,Home,Stanford Stadium - Stanford California,2016_02_KansasState_Stanford
2016,2,2016-09-02,REG,Syracuse,Colgate,33.0,7.0,,,Home,Carrier Dome - Syracuse New York,2016_02_Colgate_Syracuse
2016,2,2016-09-02,REG,Temple,Army,13.0,28.0,,,Home,Lincoln Financial Field - Philadelphia Pennsylvania,2016_02_Army_Temple
2016,2,2016-09-03,REG,Air Force,Abilene Christian,37.0,21.0,,,Home,Falcon Stadium - Colorado Springs Colorado,2016_02_AbileneChristian_AirForce
2016,2,2016-09-03,REG,Akron,Virginia Military Institute,47.0,24.0,,,Home,InfoCision Stadium - Akron Ohio,2016_02_VirginiaMilitaryInstitute_Akron
2016,2,2016-09-03,REG,Alabama,Southern California,52.0,6.0,1.0,20.0,Neutral,AT&T Stadium - Arlington Texas,2016_02_SouthernCalifornia_Alabama
2016,2,2016-09-03,REG,Arizona State,Northern Arizona,44.0,13.0,,,Home,Sun Devil Stadium - Tempe Arizona,2016_02_NorthernArizona_ArizonaState
2016,2,2016-09-03,REG,Arkansas,Louisiana Tech,21.0,20.0,,,Home,Donald W. Reynolds Razorback Stadium - Fayetteville Arkansas,2016_02_LouisianaTech_Arkansas
2016,2,2016-09-03,REG,Auburn,Clemson,13.0,19.0,,2.0,Home,Jordan Hare Stadium - Auburn Alabama,2016_02_Clemson_Auburn
2016,2,2016-09-03,REG,Brigham Young,Arizona,18.0,16.0,,,Neutral,University of Phoenix Stadium - Glendale Arizona,2016_02_Arizona_BrighamYoung
2016,2,2016-09-03,REG,Central Florida,South Carolina State,38.0,0.0,,,Home,Bright House Networks Stadium - Orlando Florida,2016_02_SouthCarolinaState_CentralFlorida
2016,2,2016-09-03,REG,Duke,North Carolina Central,49.0,6.0,,,Home,Wallace Wade Stadium - Durham North Carolina,2016_02_NorthCarolinaCentral_Duke
2016,2,2016-09-03,REG,East Carolina,Western Carolina,52.0,7.0,,,Home,Dowdy-Ficklen Stadium - Greenville North Carolina,2016_02_WesternCarolina_EastCarolina
2016,2,2016-09-03,REG,Florida,Massachusetts,24.0,7.0,25.0,,Home,Ben Hill Griffin Stadium - Gainesville Florida,2016_02_Massachusetts_Florida
2016,2,2016-09-03,REG,Florida Atlantic,Southern Illinois,38.0,30.0,,,Home,FAU Football Stadium - Boca Raton Florida,2016_02_SouthernIllinois_FloridaAtlantic
2016,2,2016-09-03,REG,Georgia,North Carolina,33.0,24.0,18.0,22.0,Neutral,Georgia Dome - Atlanta Georgia,2016_02_NorthCarolina_Georgia
2016,2,2016-09-03,REG,Georgia Southern,Savannah State,54.0,0.0,,,Home,Allen E. Paulson Stadium - Statesboro Georgia,2016_02_SavannahState_GeorgiaSouthern
2016,2,2016-09-03,REG,Georgia Tech,Boston College,17.0,14.0,,,Neutral,Aviva Stadium - Dublin IRL,2016_02_BostonCollege_GeorgiaTech
2016,2,2016-09-03,REG,Houston,Oklahoma,33.0,23.0,15.0,3.0,Neutral,NRG Stadium - Houston Texas,2016_02_Oklahoma_Houston
2016,2,2016-09-03,REG,Illinois,Murray State,52.0,3.0,,,Home,Memorial Stadium - Champaign Illinois,2016_02_MurrayState_Illinois
2016,2,2016-09-03,REG,Iowa,Miami (OH),45.0,21.0,17.0,,Home,Kinnick Stadium - Iowa City Iowa,2016_02_MiamiOH_Iowa
2016,2,2016-09-03,REG,Iowa State,Northern Iowa,20.0,25.0,,,Home,Jack Trice Stadium - Ames Iowa,2016_02_NorthernIowa_IowaState
2016,2,2016-09-03,REG,Kansas,Rhode Island,55.0,6.0,,,Home,Memorial Stadium - Lawrence Kansas,2016_02_RhodeIsland_Kansas
2016,2,2016-09-03,REG,Kentucky,Southern Mississippi,35.0,44.0,,,Home,Commonwealth Stadium - Lexington Kentucky,2016_02_SouthernMississippi_Kentucky
2016,2,2016-09-03,REG,Lamar,Coastal Carolina,14.0,38.0,,,Home,,2016_02_CoastalCarolina_Lamar
2016,2,2016-09-03,REG,Louisiana,Boise State,10.0,45.0,,,Home,Cajun Field - Lafayette Louisiana,2016_02_BoiseState_Louisiana
2016,2,2016-09-03,REG,Louisiana-Monroe,Southern,38.0,21.0,,,Home,Malone Stadium - Monroe Louisiana,2016_02_Southern_LouisianaMonroe
2016,2,2016-09-03,REG,Maryland,Howard,52.0,13.0,,,Home,Maryland Stadium - College Park Maryland,2016_02_Howard_Maryland
2016,2,2016-09-03,REG,Memphis,Southeast Missouri State,35.0,17.0,,,Home,Liberty Bowl Memorial Stadium - Memphis Tennessee,2016_02_SoutheastMissouriState_Memphis
2016,2,2016-09-03,REG,Miami (FL),Florida A&M,70.0,3.0,,,Home,Hard Rock Stadium - Miami Gardens Florida,2016_02_FloridaAM_MiamiFL
2016,2,2016-09-03,REG,Michigan,Hawaii,63.0,3.0,7.0,,Home,Michigan Stadium - Ann Arbor Michigan,2016_02_Hawaii_Michigan
2016,2,2016-09-03,REG,Middle Tennessee State,Alabama A&M,55.0,0.0,,,Home,"Johnny ""Red"" Floyd Stadium - Murfreesboro Tennessee",2016_02_AlabamaAM_MiddleTennesseeState
2016,2,2016-09-03,REG,Mississippi State,South Alabama,20.0,21.0,,,Home,Davis Wade Stadium - Starkville Mississippi,2016_02_SouthAlabama_MississippiState
2016,2,2016-09-03,REG,Navy,Fordham,52.0,16.0,,,Home,Navy Marine Corps Memorial Stadium - Annapolis Maryland,2016_02_Fordham_Navy
2016,2,2016-09-03,REG,Nebraska,Fresno State,43.0,10.0,,,Home,Memorial Stadium - Lincoln Nebraska,2016_02_FresnoState_Nebraska
2016,2,2016-09-03,REG,North Texas,Southern Methodist,21.0,34.0,,,Home,Apogee Stadium - Denton Texas,2016_02_SouthernMethodist_NorthTexas
2016,2,2016-09-03,REG,Northwestern,Western Michigan,21.0,22.0,,,Home,Ryan Field - Evanston Illinois,2016_02_WesternMichigan_Northwestern
2016,2,2016-09-03,REG,Ohio,Texas State,54.0,56.0,,,Home,Peden Stadium - Athens Ohio,2016_02_TexasState_Ohio
2016,2,2016-09-03,REG,Ohio State,Bowling Green,77.0,10.0,6.0,,Home,Ohio Stadium - Columbus Ohio,2016_02_BowlingGreen_OhioState
2016,2,2016-09-03,REG,Oklahoma State,Southeastern Louisiana,61.0,7.0,21.0,,Home,Boone Pickens Stadium - Stillwater Oklahoma,2016_02_SoutheasternLouisiana_OklahomaState
2016,2,2016-09-03,REG,Oregon,California-Davis,53.0,28.0,24.0,,Home,Autzen Stadium - Eugene Oregon,2016_02_CaliforniaDavis_Oregon
2016,2,2016-09-03,REG,Penn State,Kent State,33.0,13.0,,,Home,Beaver Stadium - University Park Pennsylvania,2016_02_KentState_PennState
2016,2,2016-09-03,REG,Pittsburgh,Villanova,28.0,7.0,,,Home,Heinz Field - Pittsburgh Pennsylvania,2016_02_Villanova_Pittsburgh
2016,2,2016-09-03,REG,Purdue,Eastern Kentucky,45.0,24.0,,,Home,Ross Ade Stadium - West Lafayette Indiana,2016_02_EasternKentucky_Purdue
2016,2,2016-09-03,REG,San Diego State,New Hampshire,31.0,0.0,,,Home,Qualcomm Stadium - San Diego California,2016_02_NewHampshire_SanDiegoState
2016,2,2016-09-03,REG,South Florida,Towson,56.0,20.0,,,Home,Raymond James Stadium - Tampa Florida,2016_02_Towson_SouthFlorida
2016,2,2016-09-03,REG,Texas A&M,UCLA,31.0,24.0,,16.0,Home,Kyle Field - College Station Texas,2016_02_UCLA_TexasAM
2016,2,2016-09-03,REG,Texas Christian,South Dakota State,59.0,41.0,13.0,,Home,Amon G. Carter Stadium - Fort Worth Texas,2016_02_SouthDakotaState_TexasChristian
2016,2,2016-09-03,REG,Texas Tech,Stephen F. Austin,69.0,17.0,,,Home,Jones AT&T Stadium - Lubbock Texas,2016_02_StephenFAustin_TexasTech
2016,2,2016-09-03,REG,Texas-El Paso,New Mexico State,38.0,22.0,,,Home,Sun Bowl Stadium - El Paso Texas,2016_02_NewMexicoState_TexasElPaso
2016,2,2016-09-03,REG,Texas-San Antonio,Alabama State,26.0,13.0,,,Home,Alamodome - San Antonio Texas,2016_02_AlabamaState_TexasSanAntonio
2016,2,2016-09-03,REG,Troy,Austin Peay,57.0,17.0,,,Home,Veterans Memorial Stadium - Troy Alabama,2016_02_AustinPeay_Troy
2016,2,2016-09-03,REG,Tulsa,San Jose State,45.0,10.0,,,Home,Chapman Stadium - Tulsa Oklahoma,2016_02_SanJoseState_Tulsa
2016,2,2016-09-03,REG,Virginia,Richmond,20.0,37.0,,,Home,Scott Stadium - Charlottesville Virginia,2016_02_Richmond_Virginia
2016,2,2016-09-03,REG,Virginia Tech,Liberty,36.0,13.0,,,Home,Lane Stadium - Blacksburg Virginia,2016_02_Liberty_VirginiaTech
2016,2,2016-09-03,REG,Washington,Rutgers,48.0,13.0,14.0,,Home,Husky Stadium - Seattle Washington,2016_02_Rutgers_Washington
2016,2,2016-09-03,REG,Washington State,Eastern Washington,42.0,45.0,,,Home,Martin Stadium - Pullman Washington,2016_02_EasternWashington_WashingtonState
2016,2,2016-09-03,REG,West Virginia,Missouri,26.0,11.0,,,Home,Milan Puskar Stadium - Morgantown West Virginia,2016_02_Missouri_WestVirginia
2016,2,2016-09-03,REG,Wisconsin,Louisiana State,16.0,14.0,,5.0,Neutral,Lambeau Field - Green Bay Wisconsin,2016_02_LouisianaState_Wisconsin
2016,2,2016-09-03,REG,Wyoming,Northern Illinois,40.0,34.0,,,Home,War Memorial Stadium - Laramie Wyoming,2016_02_NorthernIllinois_Wyoming
2016,2,2016-09-04,REG,Old Dominion,Hampton,54.0,21.0,,,Home,S.B. Ballard Stadium - Norfolk Virginia,2016_02_Hampton_OldDominion
2016,2,2016-09-04,REG,Texas,Notre Dame,50.0,47.0,,10.0,Home,Darrell K Royal-Texas Memorial Stadium - Austin Texas,2016_02_NotreDame_Texas
2016,2,2016-09-05,REG,Florida State,Mississippi,45.0,34.0,4.0,11.0,Neutral,Camping World Stadium - Orlando Florida,2016_02_Mississippi_FloridaState
2016,3,2016-09-09,REG,Florida International,Maryland,14.0,41.0,,,Home,FIU Stadium - Miami Florida,2016_03_Maryland_FloridaInternational
2016,3,2016-09-09,REG,Syracuse,Louisville,28.0,62.0,,13.0,Home,Carrier Dome - Syracuse New York,2016_03_Louisville_Syracuse
2016,3,2016-09-10,REG,Air Force,Georgia State,48.0,14.0,,,Home,Falcon Stadium - Colorado Springs Colorado,2016_03_GeorgiaState_AirForce
2016,3,2016-09-10,REG,Alabama,Western Kentucky,38.0,10.0,1.0,,Home,Bryant-Denny Stadium - Tuscaloosa Alabama,2016_03_WesternKentucky_Alabama
2016,3,2016-09-10,REG,Appalachian State,Old Dominion,31.0,7.0,,,Home,Kidd Brewer Stadium - Boone North Carolina,2016_03_OldDominion_AppalachianState
2016,3,2016-09-10,REG,Arizona,Grambling State,31.0,21.0,,,Home,Arizona Stadium - Tucson Arizona,2016_03_GramblingState_Arizona
2016,3,2016-09-10,REG,Arizona State,Texas Tech,68.0,55.0,,,Home,Sun Devil Stadium - Tempe Arizona,2016_03_TexasTech_ArizonaState
2016,3,2016-09-10,REG,Army,Rice,31.0,14.0,,,Home,Michie Stadium - West Point New York,2016_03_Rice_Army
2016,3,2016-09-10,REG,Auburn,Arkansas State,51.0,14.0,,,Home,Jordan Hare Stadium - Auburn Alabama,2016_03_ArkansasState_Auburn
2016,3,2016-09-10,REG,Baylor,Southern Methodist,40.0,13.0,23.0,,Home,McLane Stadium - Waco Texas,2016_03_SouthernMethodist_Baylor
2016,3,2016-09-10,REG,Boise State,Washington State,31.0,28.0,,,Home,Albertsons Stadium - Boise Idaho,2016_03_WashingtonState_BoiseState
2016,3,2016-09-10,REG,Bowling Green,North Dakota,27.0,26.0,,,Home,Doyt L. Perry Stadium - Bowling Green Ohio,2016_03_NorthDakota_BowlingGreen
2016,3,2016-09-10,REG,Charlotte,Elon,47.0,14.0,,,Home,Jerry Richardson Stadium - Charlotte North Carolina,2016_03_Elon_Charlotte
2016,3,2016-09-10,REG,Clemson,Troy,30.0,24.0,2.0,,Home,Clemson Memorial Stadium - Clemson South Carolina,2016_03_Troy_Clemson
2016,3,2016-09-10,REG,Coastal Carolina,Florida A&M,49.0,10.0,,,Home,,2016_03_FloridaAM_CoastalCarolina
2016,3,2016-09-10,REG,Colorado,Idaho State,56.0,7.0,,,Home,Folsom Field - Boulder Colorado,2016_03_IdahoState_Colorado
2016,3,2016-09-10,REG,Colorado State,Texas-San Antonio,23.0,14.0,,,Home,Sonny Lubick Field at Hughes Stadium - Fort Collins Colorado,2016_03_TexasSanAntonio_ColoradoState
2016,3,2016-09-10,REG,Duke,Wake Forest,14.0,24.0,,,Home,Wallace Wade Stadium - Durham North Carolina,2016_03_WakeForest_Duke
2016,3,2016-09-10,REG,East Carolina,North Carolina State,33.0,30.0,,,Home,Dowdy-Ficklen Stadium - Greenville North Carolina,2016_03_NorthCarolinaState_EastCarolina
2016,3,2016-09-10,REG,Florida,Kentucky,45.0,7.0,,,Home,Ben Hill Griffin Stadium - Gainesville Florida,2016_03_Kentucky_Florida
2016,3,2016-09-10,REG,Florida State,Charleston Southern,52.0,8.0,3.0,,Home,Doak Campbell Stadium - Tallahassee Florida,2016_03_CharlestonSouthern_FloridaState
2016,3,2016-09-10,REG,Fresno State,Sacramento State,31.0,3.0,,,Home,Bulldog Stadium - Fresno California,2016_03_SacramentoState_FresnoState
2016,3,2016-09-10,REG,Georgia,Nicholls State,26.0,24.0,9.0,,Home,Sanford Stadium - Athens Georgia,2016_03_NichollsState_Georgia
2016,3,2016-09-10,REG,Georgia Tech,Mercer,35.0,10.0,,,Home,Bobby Dodd Stadium - Atlanta Georgia,2016_03_Mercer_GeorgiaTech
2016,3,2016-09-10,REG,Hawaii,Tennessee-Martin,41.0,36.0,,,Home,Hawaiian Tel Federal Credit Union Field at Aloha Stadium - Honolulu Hawaii,2016_03_TennesseeMartin_Hawaii
2016,3,2016-09-10,REG,Houston,Lamar,42.0,0.0,6.0,,Home,TDECU Stadium - Houston Texas,2016_03_Lamar_Houston
2016,3,2016-09-10,REG,Illinois,North Carolina,23.0,48.0,,,Home,Memorial Stadium - Champaign Illinois,2016_03_NorthCarolina_Illinois
2016,3,2016-09-10,REG,Indiana,Ball State,30.0,20.0,,,Home,Memorial Stadium - Bloomington Indiana,2016_03_BallState_Indiana
2016,3,2016-09-10,REG,Iowa,Iowa State,42.0,3.0,16.0,,Home,Kinnick Stadium - Iowa City Iowa,2016_03_IowaState_Iowa
2016,3,2016-09-10,REG,Kansas,Ohio,21.0,37.0,,,Home,Memorial Stadium - Lawrence Kansas,2016_03_Ohio_Kansas
2016,3,2016-09-10,REG,Kent State,North Carolina A&T,36.0,39.0,,,Home,Dix Stadium - Kent Ohio,2016_03_NorthCarolinaAT_KentState
2016,3,2016-09-10,REG,Louisiana,McNeese State,30.0,22.0,,,Home,Cajun Field - Lafayette Louisiana,2016_03_McNeeseState_Louisiana
2016,3,2016-09-10,REG,Louisiana State,Jacksonville State,34.0,13.0,21.0,,Home,Tiger Stadium - Baton Rouge Louisiana,2016_03_JacksonvilleState_LouisianaState
2016,3,2016-09-10,REG,Louisiana Tech,South Carolina State,53.0,24.0,,,Home,Joe Aillet Stadium - Ruston Louisiana,2016_03_SouthCarolinaState_LouisianaTech
2016,3,2016-09-10,REG,Marshall,Morgan State,62.0,0.0,,,Home,Joan C. Edwards Stadium - Huntington West Virginia,2016_03_MorganState_Marshall
2016,3,2016-09-10,REG,Massachusetts,Boston College,7.0,26.0,,,Home,Gillette Stadium - Foxborough Massachusetts,2016_03_BostonCollege_Massachusetts
2016,3,2016-09-10,REG,Miami (FL),Florida Atlantic,38.0,10.0,25.0,,Home,Hard Rock Stadium - Miami Gardens Florida,2016_03_FloridaAtlantic_MiamiFL
2016,3,2016-09-10,REG,Miami (OH),Eastern Illinois,17.0,21.0,,,Home,Fred Yager Stadium - Oxford Ohio,2016_03_EasternIllinois_MiamiOH
2016,3,2016-09-10,REG,Michigan,Central Florida,51.0,14.0,5.0,,Home,Michigan Stadium - Ann Arbor Michigan,2016_03_CentralFlorida_Michigan
2016,3,2016-09-10,REG,Minnesota,Indiana State,58.0,28.0,,,Home,TCF Bank Stadium - Minneapolis Minnesota,2016_03_IndianaState_Minnesota
2016,3,2016-09-10,REG,Mississippi,Wofford,38.0,13.0,19.0,,Home,Vaught-Hemingway Stadium - Oxford Mississippi,2016_03_Wofford_Mississippi
2016,3,2016-09-10,REG,Mississippi State,South Carolina,27.0,14.0,,,Home,Davis Wade Stadium - Starkville Mississippi,2016_03_SouthCarolina_MississippiState
2016,3,2016-09-10,REG,Missouri,Eastern Michigan,61.0,21.0,,,Home,Faurot Field - Columbia Missouri,2016_03_EasternMichigan_Missouri
2016,3,2016-09-10,REG,Navy,Connecticut,28.0,24.0,,,Home,Navy Marine Corps Memorial Stadium - Annapolis Maryland,2016_03_Connecticut_Navy
2016,3,2016-09-10,REG,Nebraska,Wyoming,52.0,17.0,,,Home,Memorial Stadium - Lincoln Nebraska,2016_03_Wyoming_Nebraska
2016,3,2016-09-10,REG,New Mexico State,New Mexico,32.0,31.0,,,Home,Aggie Memorial Stadium - Las Cruces New Mexico,2016_03_NewMexico_NewMexicoState
2016,3,2016-09-10,REG,North Texas,Bethune-Cookman,41.0,20.0,,,Home,Apogee Stadium - Denton Texas,2016_03_BethuneCookman_NorthTexas
2016,3,2016-09-10,REG,Northwestern,Illinois State,7.0,9.0,,,Home,Ryan Field - Evanston Illinois,2016_03_IllinoisState_Northwestern
2016,3,2016-09-10,REG,Notre Dame,Nevada,39.0,10.0,18.0,,Home,Notre Dame Stadium - South Bend Indiana,2016_03_Nevada_NotreDame
2016,3,2016-09-10,REG,Ohio State,Tulsa,48.0,3.0,4.0,,Home,Ohio Stadium - Columbus Ohio,2016_03_Tulsa_OhioState
2016,3,2016-09-10,REG,Oklahoma,Louisiana-Monroe,59.0,17.0,14.0,,Home,Gaylord Family - Oklahoma Memorial Stadium - Norman Oklahoma,2016_03_LouisianaMonroe_Oklahoma
2016,3,2016-09-10,REG,Oklahoma State,Central Michigan,27.0,30.0,22.0,,Home,Boone Pickens Stadium - Stillwater Oklahoma,2016_03_CentralMichigan_OklahomaState
2016,3,2016-09-10,REG,Oregon,Virginia,44.0,26.0,24.0,,Home,Autzen Stadium - Eugene Oregon,2016_03_Virginia_Oregon
2016,3,2016-09-10,REG,Pittsburgh,Penn State,42.0,39.0,,,Home,Heinz Field - Pittsburgh Pennsylvania,2016_03_PennState_Pittsburgh
2016,3,2016-09-10,REG,Purdue,Cincinnati,20.0,38.0,,,Home,Ross Ade Stadium - West Lafayette Indiana,2016_03_Cincinnati_Purdue
2016,3,2016-09-10,REG,Rutgers,Howard,52.0,14.0,,,Home,High Points Solutions Stadium - Piscataway New Jersey,2016_03_Howard_Rutgers
2016,3,2016-09-10,REG,San Diego State,California,45.0,40.0,,,Home,Qualcomm Stadium - San Diego California,2016_03_California_SanDiegoState
2016,3,2016-09-10,REG,San Jose State,Portland State,66.0,35.0,,,Home,CEFCU Stadium - San Jose California,2016_03_PortlandState_SanJoseState
2016,3,2016-09-10,REG,South Alabama,Georgia Southern,9.0,24.0,,,Home,Ladd-Peebles Stadium - Mobile Alabama,2016_03_GeorgiaSouthern_SouthAlabama
2016,3,2016-09-10,REG,South Florida,Northern Illinois,48.0,17.0,,,Home,Raymond James Stadium - Tampa Florida,2016_03_NorthernIllinois_SouthFlorida
2016,3,2016-09-10,REG,Southern California,Utah State,45.0,7.0,,,Home,Los Angeles Memorial Coliseum - Los Angeles California,2016_03_UtahState_SouthernCalifornia
2016,3,2016-09-10,REG,Southern Mississippi,Savannah State,56.0,0.0,,,Home,M.M. Roberts Stadium - Hattiesburg Mississippi,2016_03_SavannahState_SouthernMississippi
2016,3,2016-09-10,REG,Temple,Stony Brook,38.0,0.0,,,Home,Lincoln Financial Field - Philadelphia Pennsylvania,2016_03_StonyBrook_Temple
2016,3,2016-09-10,REG,Tennessee,Virginia Tech,45.0,24.0,17.0,,Neutral,Bristol Motor Speedway - Bristol Tennessee,2016_03_VirginiaTech_Tennessee
2016,3,2016-09-10,REG,Texas,Texas-El Paso,41.0,7.0,11.0,,Home,Darrell K Royal-Texas Memorial Stadium - Austin Texas,2016_03_TexasElPaso_Texas
2016,3,2016-09-10,REG,Texas A&M,Prairie View A&M,67.0,0.0,20.0,,Home,Kyle Field - College Station Texas,2016_03_PrairieViewAM_TexasAM
2016,3,2016-09-10,REG,Texas Christian,Arkansas,38.0,41.0,15.0,,Home,Amon G. Carter Stadium - Fort Worth Texas,2016_03_Arkansas_TexasChristian
2016,3,2016-09-10,REG,Toledo,Maine,45.0,3.0,,,Home,Glass Bowl - Toledo Ohio,2016_03_Maine_Toledo
2016,3,2016-09-10,REG,Tulane,Southern,66.0,21.0,,,Home,Yulman Stadium - New Orleans Louisiana,2016_03_Southern_Tulane
2016,3,2016-09-10,REG,UCLA,Nevada-Las Vegas,42.0,21.0,,,Home,Rose Bowl - Pasadena California,2016_03_NevadaLasVegas_UCLA
