Timestamp Pulled,Date of Game,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds
2025-11-16 01:24:59,2025-11-16 20:20,Philadelphia Eagles,Detroit Lions,No,444.0,Yes,-92.89,-38.11,-148.22,125.0,-112.78,-107.22,-115,-105,-155,130,-118,-102,-118,-104,-146,124,-114,-106,-120,100,-156,128,-110,-110,-118.0,-102.0,-140.0,118.0,-110.0,-110.0,-115.0,-105.0,-145.0,125.0,-110.0,-110.0,-120,100,-145.0,125.0,-110,-110,-113,102,-146.0,126.0,-113,-102,100,-120,-146.0,126.0,-115,-105,-117,-109,-155,123,-115,-110
2025-11-16 01:24:59,2025-11-17 20:15,Las Vegas Raiders,Dallas Cowboys,No,1056.9,Yes,-66.33,-64.44,155.67,-185.78,-109.22,-110.89,-115,-105,154,-185,-112,-108,-115,-105,160,-190,-104,-118,100,-120,151,-187,-110,-110,-118.0,-102.0,154.0,-185.0,-110.0,-110.0,-105.0,-115.0,165.0,-195.0,-110.0,-110.0,105,-125,155.0,-180.0,-110,-110,-116,105,157.0,-180.0,-107,-107,-120,100,157.0,-180.0,-110,-110,-113,-113,148,-190,-110,-115
2025-11-16 01:24:59,2025-11-20 20:15,Houston Texans,Buffalo Bills,No,1290.3,Yes,-110.0,-109.14,141.75,-176.0,-77.14,-114.43,-110,-110,140,-166,-108,-112,-110,-110,166,-198,-105,-115,-110,-110,141,-181,-110,-110,,,,,,,,,,,,,-110,-110,,,-105,-115,-105,-105,,,100,-115,-110,-110,,,-103,-117,-115,-109,120,-159,-109,-117
2025-11-16 01:24:59,2025-11-23 13:00,Baltimore Ravens,New York Jets,No,171.7,No,-20.43,-113.43,-1285.75,692.5,-110.86,-109.14,-115,-105,-900,600,-110,-110,-110,-110,-1500,870,-115,-105,-110,-110,-1493,650,-110,-110,,,,,,,,,,,,,100,-120,,,-110,-110,105,-116,,,-107,-107,100,-120,,,-110,-110,-113,-113,-1250,650,-114,-112
2025-11-16 01:24:59,2025-11-23 13:00,Chicago Bears,Pittsburgh Steelers,No,408.1,No,-110.57,-108.86,-129.75,104.75,-111.0,-109.0,-110,-110,-130,110,-112,-108,-115,-105,-126,108,-115,-105,-110,-110,-134,101,-110,-110,,,,,,,,,,,,,-110,-110,,,-110,-110,-105,-105,,,-107,-107,-110,-110,,,-110,-110,-114,-112,-129,100,-113,-113
2025-11-16 01:24:59,2025-11-23 13:00,Cincinnati Bengals,New England Patriots,No,726.2,No,-79.14,-111.43,214.0,-275.0,-109.71,-110.29,-112,-108,220,-270,-112,-108,-112,-108,245,-300,-105,-115,-110,-110,191,-265,-110,-110,,,,,,,,,,,,,-105,-115,,,-110,-110,100,-110,,,-107,-107,-105,-115,,,-110,-110,-110,-114,200,-265,-114,-112
2025-11-16 01:24:59,2025-11-23 13:00,Detroit Lions,New York Giants,No,476.5,No,-110.29,-109.14,-666.25,445.0,-109.43,-110.57,-112,-108,-520,390,-110,-110,-112,-108,-750,530,-105,-115,-110,-110,-725,430,-110,-110,,,,,,,,,,,,,-110,-110,,,-110,-110,-105,-105,,,-107,-107,-110,-110,,,-110,-110,-113,-113,-670,430,-114,-112
2025-11-16 01:24:59,2025-11-23 13:00,Green Bay Packers,Minnesota Vikings,Yes,257.7,No,-109.86,-81.0,-267.0,207.75,-110.14,-109.86,-105,-115,-238,195,-115,-105,-104,-118,-290,235,-105,-115,-110,-110,-275,196,-110,-110,,,,,,,,,,,,,-115,-105,,,-110,-110,-110,100,,,-107,-107,-115,-105,,,-110,-110,-110,-114,-265,205,-114,-112
2025-11-16 01:24:59,2025-11-23 13:00,Kansas City Chiefs,Indianapolis Colts,No,447.8,No,-110.71,-108.71,-213.5,168.75,-109.43,-110.57,-115,-105,-185,154,-110,-110,-112,-108,-225,188,-105,-115,-110,-110,-214,158,-110,-110,,,,,,,,,,,,,-110,-110,,,-110,-110,-105,-105,,,-107,-107,-110,-110,,,-110,-110,-113,-113,-230,175,-114,-112
2025-11-16 01:24:59,2025-11-23 13:00,Tennessee Titans,Seattle Seahawks,No,1974.6,No,-112.57,-78.14,492.5,-766.75,-108.43,-111.43,-110,-110,470,-650,-102,-118,-115,-105,530,-750,-110,-110,-110,-110,510,-952,-110,-110,,,,,,,,,,,,,-115,-105,,,-110,-110,-110,100,,,-107,-107,-115,-105,,,-110,-110,-113,-112,460,-715,-110,-115
2025-11-16 01:24:59,2025-11-23 16:05,Arizona Cardinals,Jacksonville Jaguars,No,1806.5,No,-108.43,-111.14,-57.75,-115.25,-111.0,-108.86,-112,-108,100,-120,-110,-110,-102,-120,-108,-108,-115,-105,-110,-110,-106,-124,-110,-110,,,,,,,,,,,,,-110,-110,,,-110,-110,-105,-105,,,-107,-107,-110,-110,,,-110,-110,-110,-115,-117,-109,-115,-110
2025-11-16 01:24:59,2025-11-23 16:05,Las Vegas Raiders,Cleveland Browns,No,1833.6,No,-109.14,-110.29,-133.0,107.5,-113.0,-21.43,-108,-112,-130,110,-105,-115,-108,-112,-134,114,-105,-115,-110,-110,-138,104,-110,-110,,,,,,,,,,,,,-110,-110,,,-120,100,-105,-105,,,-118,103,-110,-110,,,-120,100,-113,-113,-130,102,-113,-113
2025-11-16 01:24:59,2025-11-23 16:25,New Orleans Saints,Atlanta Falcons,Yes,424.5,No,-110.0,-109.14,148.25,-187.5,-109.29,-110.57,-110,-110,160,-192,-105,-115,-115,-105,148,-176,-110,-110,-110,-110,145,-196,-110,-110,,,,,,,,,,,,,-110,-110,,,-110,-110,-105,-105,,,-107,-107,-110,-110,,,-110,-110,-110,-114,140,-186,-113,-112
2025-11-16 01:24:59,2025-11-23 16:25,Dallas Cowboys,Philadelphia Eagles,Yes,1314.7,No,-108.86,-110.71,172.75,-219.0,-109.71,-110.29,-115,-105,180,-218,-105,-115,-102,-120,180,-215,-112,-108,-110,-110,166,-228,-110,-110,,,,,,,,,,,,,-110,-110,,,-110,-110,-105,-105,,,-107,-107,-110,-110,,,-110,-110,-110,-115,165,-215,-114,-112
2025-11-16 01:24:59,2025-11-23 20:20,Los Angeles Rams,Tampa Bay Buccaneers,No,2155.6,Yes,-110.14,-109.29,-280.0,217.5,-111.71,-108.29,-110,-110,-265,215,-115,-105,-112,-108,-310,250,-120,-102,-110,-110,-280,200,-110,-110,,,,,,,,,,,,,-110,-110,,,-110,-110,-105,-105,,,-107,-107,-110,-110,,,-110,-110,-114,-112,-265,205,-110,-114
2025-11-16 01:24:59,2025-11-24 20:15,San Francisco 49ers,Carolina Panthers,No,2281.2,Yes,-115.43,-18.29,-324.75,245.5,-110.86,-109.14,-112,-108,-310,250,-110,-110,-115,-105,-335,270,-115,-105,-110,-110,-319,222,-110,-110,,,,,,,,,,,,,-120,100,,,-110,-110,-116,105,,,-107,-107,-120,100,,,-110,-110,-115,-110,-335,240,-114,-112
