model,n,accuracy,log_loss,brier,auc,top3_hit,top3_conf,weeks_swept,model_kind,n_features,features
lgbm/exh8,1954,0.6474,0.6236,0.2172,0.7058,0.7632,0.7807,0.4934,lgbm,4,spread_line|market_home_prob|roll_margin_diff|home_roll_margin
lgbm/exh8,1954,0.6484,0.6254,0.2181,0.7017,0.7885,0.783,0.5395,lgbm,4,spread_line|market_home_prob|elo_vs_spread|elo_spread
lgbm/exh8,1954,0.6494,0.6215,0.2163,0.7075,0.8,0.7796,0.5526,lgbm,4,spread_line|market_home_prob|elo_vs_spread|away_roll_pf
lgbm/exh8,1954,0.6489,0.6234,0.217,0.7055,0.7839,0.7833,0.5329,lgbm,4,spread_line|market_home_prob|elo_vs_spread|home_roll_margin
lgbm/exh8,1954,0.6494,0.6225,0.2168,0.7066,0.7954,0.7783,0.5461,lgbm,4,spread_line|market_home_prob|elo_spread|away_roll_pf
lgbm/exh8,1954,0.651,0.6246,0.2175,0.7042,0.777,0.7789,0.5263,lgbm,4,spread_line|market_home_prob|elo_spread|home_roll_margin
lgbm/exh8,1954,0.6597,0.6218,0.2162,0.7099,0.7678,0.7795,0.5066,lgbm,4,spread_line|market_home_prob|away_roll_pf|home_roll_margin
lgbm/exh8,1954,0.653,0.6258,0.2182,0.7021,0.7839,0.7821,0.5263,lgbm,4,spread_line|elo_diff|roll_margin_diff|elo_vs_spread
lgbm/exh8,1954,0.6484,0.626,0.2183,0.7013,0.7931,0.7802,0.5197,lgbm,4,spread_line|elo_diff|roll_margin_diff|elo_spread
lgbm/exh8,1954,0.6505,0.6255,0.2181,0.7024,0.7931,0.7778,0.5329,lgbm,4,spread_line|elo_diff|roll_margin_diff|away_roll_pf
lgbm/exh8,1954,0.6499,0.6259,0.2182,0.7028,0.7885,0.7777,0.5461,lgbm,4,spread_line|elo_diff|roll_margin_diff|home_roll_margin
lgbm/exh8,1954,0.651,0.6237,0.2173,0.7039,0.8046,0.7849,0.5592,lgbm,4,spread_line|elo_diff|elo_vs_spread|elo_spread
lgbm/exh8,1954,0.6464,0.6232,0.2171,0.705,0.8023,0.7812,0.5526,lgbm,4,spread_line|elo_diff|elo_vs_spread|away_roll_pf
lgbm/exh8,1954,0.6535,0.625,0.2177,0.7039,0.777,0.7843,0.5197,lgbm,4,spread_line|elo_diff|elo_vs_spread|home_roll_margin
lgbm/exh8,1954,0.6515,0.623,0.2169,0.706,0.8069,0.7817,0.5724,lgbm,4,spread_line|elo_diff|elo_spread|away_roll_pf
lgbm/exh8,1954,0.653,0.6253,0.2178,0.703,0.7724,0.7798,0.5,lgbm,4,spread_line|elo_diff|elo_spread|home_roll_margin
lgbm/exh8,1954,0.6525,0.6229,0.2168,0.7076,0.7793,0.7805,0.5066,lgbm,4,spread_line|elo_diff|away_roll_pf|home_roll_margin
lgbm/exh8,1954,0.6499,0.6252,0.218,0.702,0.7862,0.7834,0.5197,lgbm,4,spread_line|roll_margin_diff|elo_vs_spread|elo_spread
lgbm/exh8,1954,0.651,0.6232,0.217,0.7062,0.7885,0.7793,0.5329,lgbm,4,spread_line|roll_margin_diff|elo_vs_spread|away_roll_pf
lgbm/exh8,1954,0.6515,0.6238,0.2171,0.7067,0.7632,0.7813,0.5132,lgbm,4,spread_line|roll_margin_diff|elo_vs_spread|home_roll_margin
lgbm/exh8,1954,0.6469,0.6254,0.218,0.7031,0.7931,0.7777,0.5461,lgbm,4,spread_line|roll_margin_diff|elo_spread|away_roll_pf
lgbm/exh8,1954,0.6525,0.6263,0.2183,0.7026,0.7839,0.7768,0.5263,lgbm,4,spread_line|roll_margin_diff|elo_spread|home_roll_margin
lgbm/exh8,1954,0.6551,0.6229,0.2167,0.7084,0.777,0.7797,0.5132,lgbm,4,spread_line|roll_margin_diff|away_roll_pf|home_roll_margin
lgbm/exh8,1954,0.6499,0.6237,0.2173,0.7045,0.7977,0.7828,0.5395,lgbm,4,spread_line|elo_vs_spread|elo_spread|away_roll_pf
lgbm/exh8,1954,0.6556,0.6242,0.2173,0.7053,0.7793,0.7838,0.5263,lgbm,4,spread_line|elo_vs_spread|elo_spread|home_roll_margin
lgbm/exh8,1954,0.6561,0.6211,0.216,0.7104,0.7701,0.7823,0.5197,lgbm,4,spread_line|elo_vs_spread|away_roll_pf|home_roll_margin
lgbm/exh8,1954,0.6525,0.6229,0.2168,0.7076,0.7793,0.7805,0.5066,lgbm,4,spread_line|elo_spread|away_roll_pf|home_roll_margin
lgbm/exh8,1954,0.6479,0.6258,0.2182,0.7017,0.7908,0.78,0.5395,lgbm,4,market_home_prob|elo_diff|roll_margin_diff|elo_vs_spread
lgbm/exh8,1954,0.6397,0.6268,0.2187,0.6999,0.7862,0.7789,0.5263,lgbm,4,market_home_prob|elo_diff|roll_margin_diff|elo_spread
lgbm/exh8,1954,0.6448,0.6261,0.2184,0.702,0.7839,0.7767,0.5197,lgbm,4,market_home_prob|elo_diff|roll_margin_diff|away_roll_pf
lgbm/exh8,1954,0.653,0.6259,0.2182,0.7031,0.7885,0.7764,0.5329,lgbm,4,market_home_prob|elo_diff|roll_margin_diff|home_roll_margin
lgbm/exh8,1954,0.6433,0.6252,0.2179,0.7026,0.7816,0.7837,0.5395,lgbm,4,market_home_prob|elo_diff|elo_vs_spread|elo_spread
lgbm/exh8,1954,0.6453,0.6245,0.2176,0.7035,0.8092,0.7801,0.5658,lgbm,4,market_home_prob|elo_diff|elo_vs_spread|away_roll_pf
lgbm/exh8,1954,0.652,0.6259,0.2181,0.7026,0.7839,0.781,0.5329,lgbm,4,market_home_prob|elo_diff|elo_vs_spread|home_roll_margin
lgbm/exh8,1954,0.6464,0.6244,0.2175,0.7048,0.8,0.7795,0.5592,lgbm,4,market_home_prob|elo_diff|elo_spread|away_roll_pf
lgbm/exh8,1954,0.6474,0.6269,0.2185,0.702,0.7609,0.7779,0.5132,lgbm,4,market_home_prob|elo_diff|elo_spread|home_roll_margin
lgbm/exh8,1954,0.6499,0.6245,0.2174,0.7059,0.7908,0.7776,0.5658,lgbm,4,market_home_prob|elo_diff|away_roll_pf|home_roll_margin
lgbm/exh8,1954,0.6499,0.6255,0.2181,0.702,0.7954,0.7813,0.5526,lgbm,4,market_home_prob|roll_margin_diff|elo_vs_spread|elo_spread
lgbm/exh8,1954,0.653,0.6231,0.2171,0.7055,0.7816,0.7794,0.5197,lgbm,4,market_home_prob|roll_margin_diff|elo_vs_spread|away_roll_pf
lgbm/exh8,1954,0.652,0.6233,0.2169,0.7075,0.777,0.7788,0.5263,lgbm,4,market_home_prob|roll_margin_diff|elo_vs_spread|home_roll_margin
lgbm/exh8,1954,0.6448,0.6256,0.2181,0.703,0.7816,0.7774,0.5197,lgbm,4,market_home_prob|roll_margin_diff|elo_spread|away_roll_pf
lgbm/exh8,1954,0.6551,0.6259,0.2181,0.7039,0.7839,0.7758,0.5329,lgbm,4,market_home_prob|roll_margin_diff|elo_spread|home_roll_margin
lgbm/exh8,1954,0.6499,0.6235,0.2171,0.7077,0.7747,0.7785,0.5,lgbm,4,market_home_prob|roll_margin_diff|away_roll_pf|home_roll_margin
lgbm/exh8,1954,0.6479,0.6244,0.2176,0.7039,0.7977,0.7788,0.5592,lgbm,4,market_home_prob|elo_vs_spread|elo_spread|away_roll_pf
lgbm/exh8,1954,0.653,0.6257,0.218,0.7029,0.7816,0.7822,0.5329,lgbm,4,market_home_prob|elo_vs_spread|elo_spread|home_roll_margin
lgbm/exh8,1954,0.6581,0.6222,0.2164,0.7086,0.7885,0.7807,0.5395,lgbm,4,market_home_prob|elo_vs_spread|away_roll_pf|home_roll_margin
lgbm/exh8,1954,0.6499,0.6245,0.2174,0.7059,0.7908,0.7776,0.5658,lgbm,4,market_home_prob|elo_spread|away_roll_pf|home_roll_margin
lgbm/exh8,1954,0.6546,0.6252,0.2179,0.7033,0.7885,0.7824,0.5197,lgbm,4,elo_diff|roll_margin_diff|elo_vs_spread|elo_spread
lgbm/exh8,1954,0.6525,0.6254,0.2181,0.7021,0.7885,0.7777,0.5197,lgbm,4,elo_diff|roll_margin_diff|elo_vs_spread|away_roll_pf
lgbm/exh8,1954,0.6633,0.6258,0.218,0.7036,0.7724,0.7784,0.5132,lgbm,4,elo_diff|roll_margin_diff|elo_vs_spread|home_roll_margin
lgbm/exh8,1954,0.6315,0.647,0.2275,0.6721,0.7448,0.7379,0.4276,lgbm,4,elo_diff|roll_margin_diff|elo_spread|away_roll_pf
lgbm/exh8,1954,0.6295,0.6487,0.2284,0.6679,0.7241,0.7346,0.3882,lgbm,4,elo_diff|roll_margin_diff|elo_spread|home_roll_margin
lgbm/exh8,1954,0.631,0.6466,0.2273,0.6732,0.7149,0.7385,0.3684,lgbm,4,elo_diff|roll_margin_diff|away_roll_pf|home_roll_margin
lgbm/exh8,1954,0.6412,0.6238,0.2174,0.7039,0.7977,0.784,0.5329,lgbm,4,elo_diff|elo_vs_spread|elo_spread|away_roll_pf
lgbm/exh8,1954,0.6556,0.6247,0.2175,0.7045,0.777,0.7845,0.4868,lgbm,4,elo_diff|elo_vs_spread|elo_spread|home_roll_margin
lgbm/exh8,1954,0.652,0.6235,0.2171,0.7056,0.7885,0.7811,0.5197,lgbm,4,elo_diff|elo_vs_spread|away_roll_pf|home_roll_margin
lgbm/exh8,1954,0.6387,0.6449,0.2264,0.6764,0.7218,0.7418,0.3816,lgbm,4,elo_diff|elo_spread|away_roll_pf|home_roll_margin
lgbm/exh8,1954,0.6535,0.6264,0.2185,0.7011,0.7931,0.7787,0.5263,lgbm,4,roll_margin_diff|elo_vs_spread|elo_spread|away_roll_pf
lgbm/exh8,1954,0.6663,0.6258,0.2181,0.7028,0.7701,0.7801,0.5066,lgbm,4,roll_margin_diff|elo_vs_spread|elo_spread|home_roll_margin
lgbm/exh8,1954,0.6331,0.6478,0.2281,0.6694,0.7264,0.7339,0.4079,lgbm,4,roll_margin_diff|elo_vs_spread|away_roll_pf|home_roll_margin
lgbm/exh8,1954,0.6331,0.6458,0.2269,0.6742,0.7287,0.7375,0.3882,lgbm,4,roll_margin_diff|elo_spread|away_roll_pf|home_roll_margin
lgbm/exh8,1954,0.6556,0.6236,0.2171,0.706,0.7885,0.7804,0.5263,lgbm,4,elo_vs_spread|elo_spread|away_roll_pf|home_roll_margin
lgbm/exh8,1954,0.6494,0.6264,0.2187,0.6999,0.7931,0.779,0.5329,lgbm,5,spread_line|market_home_prob|elo_diff|roll_margin_diff|elo_vs_spread
lgbm/exh8,1954,0.6418,0.6263,0.2187,0.6994,0.7954,0.7789,0.5263,lgbm,5,spread_line|market_home_prob|elo_diff|roll_margin_diff|elo_spread
lgbm/exh8,1954,0.6469,0.6258,0.2184,0.7016,0.7954,0.7769,0.5461,lgbm,5,spread_line|market_home_prob|elo_diff|roll_margin_diff|away_roll_pf
lgbm/exh8,1954,0.652,0.6259,0.2182,0.7026,0.7747,0.7773,0.5132,lgbm,5,spread_line|market_home_prob|elo_diff|roll_margin_diff|home_roll_margin
lgbm/exh8,1954,0.6459,0.6256,0.2182,0.701,0.7885,0.7827,0.5329,lgbm,5,spread_line|market_home_prob|elo_diff|elo_vs_spread|elo_spread
lgbm/exh8,1954,0.654,0.6244,0.2177,0.7034,0.8,0.7801,0.5526,lgbm,5,spread_line|market_home_prob|elo_diff|elo_vs_spread|away_roll_pf
lgbm/exh8,1954,0.6505,0.6253,0.2179,0.703,0.7793,0.7811,0.5263,lgbm,5,spread_line|market_home_prob|elo_diff|elo_vs_spread|home_roll_margin
lgbm/exh8,1954,0.6448,0.6241,0.2175,0.7036,0.8,0.7795,0.5855,lgbm,5,spread_line|market_home_prob|elo_diff|elo_spread|away_roll_pf
lgbm/exh8,1954,0.6484,0.6259,0.2181,0.7025,0.7724,0.7795,0.5132,lgbm,5,spread_line|market_home_prob|elo_diff|elo_spread|home_roll_margin
lgbm/exh8,1954,0.6494,0.6238,0.2171,0.7066,0.7816,0.7801,0.5197,lgbm,5,spread_line|market_home_prob|elo_diff|away_roll_pf|home_roll_margin
lgbm/exh8,1954,0.6489,0.6267,0.2188,0.6992,0.7908,0.78,0.5329,lgbm,5,spread_line|market_home_prob|roll_margin_diff|elo_vs_spread|elo_spread
lgbm/exh8,1954,0.6459,0.6247,0.2178,0.7029,0.7908,0.7767,0.5329,lgbm,5,spread_line|market_home_prob|roll_margin_diff|elo_vs_spread|away_roll_pf
lgbm/exh8,1954,0.6474,0.6247,0.2177,0.7041,0.777,0.7787,0.5329,lgbm,5,spread_line|market_home_prob|roll_margin_diff|elo_vs_spread|home_roll_margin
lgbm/exh8,1954,0.6494,0.6262,0.2185,0.701,0.7931,0.777,0.5395,lgbm,5,spread_line|market_home_prob|roll_margin_diff|elo_spread|away_roll_pf
lgbm/exh8,1954,0.652,0.6258,0.2182,0.7024,0.7793,0.7783,0.5132,lgbm,5,spread_line|market_home_prob|roll_margin_diff|elo_spread|home_roll_margin
lgbm/exh8,1954,0.6489,0.6235,0.217,0.7078,0.7655,0.7793,0.4803,lgbm,5,spread_line|market_home_prob|roll_margin_diff|away_roll_pf|home_roll_margin
lgbm/exh8,1954,0.6479,0.6244,0.2177,0.7032,0.7862,0.7797,0.5329,lgbm,5,spread_line|market_home_prob|elo_vs_spread|elo_spread|away_roll_pf
lgbm/exh8,1954,0.6515,0.6263,0.2183,0.7018,0.7747,0.7809,0.5066,lgbm,5,spread_line|market_home_prob|elo_vs_spread|elo_spread|home_roll_margin
lgbm/exh8,1954,0.6556,0.6217,0.2163,0.7088,0.777,0.781,0.5132,lgbm,5,spread_line|market_home_prob|elo_vs_spread|away_roll_pf|home_roll_margin
lgbm/exh8,1954,0.6494,0.6238,0.2171,0.7066,0.7816,0.7801,0.5197,lgbm,5,spread_line|market_home_prob|elo_spread|away_roll_pf|home_roll_margin
lgbm/exh8,1954,0.6525,0.6257,0.2182,0.7013,0.7908,0.7818,0.5263,lgbm,5,spread_line|elo_diff|roll_margin_diff|elo_vs_spread|elo_spread
lgbm/exh8,1954,0.6505,0.6254,0.2182,0.7018,0.7839,0.7781,0.5329,lgbm,5,spread_line|elo_diff|roll_margin_diff|elo_vs_spread|away_roll_pf
lgbm/exh8,1954,0.6515,0.6257,0.2181,0.7024,0.7678,0.7814,0.5132,lgbm,5,spread_line|elo_diff|roll_margin_diff|elo_vs_spread|home_roll_margin
lgbm/exh8,1954,0.6484,0.6251,0.218,0.7023,0.7931,0.778,0.5461,lgbm,5,spread_line|elo_diff|roll_margin_diff|elo_spread|away_roll_pf
lgbm/exh8,1954,0.6459,0.6261,0.2183,0.7023,0.7977,0.7787,0.5526,lgbm,5,spread_line|elo_diff|roll_margin_diff|elo_spread|home_roll_margin
lgbm/exh8,1954,0.653,0.6251,0.2177,0.7051,0.7885,0.779,0.5395,lgbm,5,spread_line|elo_diff|roll_margin_diff|away_roll_pf|home_roll_margin
lgbm/exh8,1954,0.6489,0.6232,0.2171,0.7049,0.8023,0.7832,0.5395,lgbm,5,spread_line|elo_diff|elo_vs_spread|elo_spread|away_roll_pf
lgbm/exh8,1954,0.654,0.6237,0.2172,0.7054,0.777,0.7832,0.5132,lgbm,5,spread_line|elo_diff|elo_vs_spread|elo_spread|home_roll_margin
lgbm/exh8,1954,0.6535,0.6229,0.2168,0.7068,0.7747,0.7828,0.5066,lgbm,5,spread_line|elo_diff|elo_vs_spread|away_roll_pf|home_roll_margin
lgbm/exh8,1954,0.651,0.6237,0.2171,0.7068,0.7885,0.7796,0.5329,lgbm,5,spread_line|elo_diff|elo_spread|away_roll_pf|home_roll_margin
