model,n,accuracy,log_loss,brier,auc,top3_hit,top3_conf,weeks_swept,model_kind,n_features,features
logistic/exh8,1954,0.6663,0.6108,0.2115,0.7234,0.8138,0.7956,0.5789,logistic,1,spread_line
logistic/exh8,1954,0.6689,0.6124,0.2119,0.7228,0.8023,0.7865,0.5592,logistic,1,market_home_prob
logistic/exh8,1954,0.651,0.6391,0.2234,0.6901,0.7494,0.7536,0.4474,logistic,1,elo_diff
logistic/exh8,1954,0.6218,0.6505,0.2294,0.6647,0.7356,0.722,0.4342,logistic,1,roll_margin_diff
logistic/exh8,1954,0.5563,0.6813,0.2441,0.582,0.646,0.6199,0.2895,logistic,1,elo_vs_spread
logistic/exh8,1954,0.651,0.6391,0.2234,0.6901,0.7494,0.7536,0.4474,logistic,1,elo_spread
logistic/exh8,1954,0.5681,0.6788,0.2429,0.5943,0.6414,0.6372,0.2632,logistic,1,away_roll_pf
logistic/exh8,1954,0.5942,0.6673,0.2374,0.6217,0.6621,0.6789,0.3289,logistic,1,home_roll_margin
logistic/exh8,1954,0.6663,0.6111,0.2115,0.7237,0.8046,0.7932,0.5724,logistic,2,spread_line|market_home_prob
logistic/exh8,1954,0.6658,0.612,0.2119,0.7232,0.8069,0.7957,0.5592,logistic,2,spread_line|elo_diff
logistic/exh8,1954,0.6643,0.6111,0.2116,0.7232,0.8115,0.7953,0.5855,logistic,2,spread_line|roll_margin_diff
logistic/exh8,1954,0.6668,0.6112,0.2116,0.7236,0.8092,0.7957,0.5658,logistic,2,spread_line|elo_vs_spread
logistic/exh8,1954,0.6658,0.612,0.2119,0.7232,0.8069,0.7957,0.5592,logistic,2,spread_line|elo_spread
logistic/exh8,1954,0.6648,0.6109,0.2115,0.7235,0.8184,0.7948,0.5855,logistic,2,spread_line|away_roll_pf
logistic/exh8,1954,0.6668,0.6109,0.2115,0.7234,0.8092,0.7964,0.5724,logistic,2,spread_line|home_roll_margin
logistic/exh8,1954,0.6679,0.6136,0.2123,0.7218,0.7885,0.7882,0.5263,logistic,2,market_home_prob|elo_diff
logistic/exh8,1954,0.674,0.6125,0.212,0.7226,0.8023,0.7869,0.5592,logistic,2,market_home_prob|roll_margin_diff
logistic/exh8,1954,0.6699,0.6125,0.2119,0.7227,0.8023,0.7863,0.5526,logistic,2,market_home_prob|elo_vs_spread
logistic/exh8,1954,0.6679,0.6136,0.2123,0.7218,0.7885,0.7882,0.5263,logistic,2,market_home_prob|elo_spread
logistic/exh8,1954,0.6704,0.6124,0.2119,0.7225,0.8069,0.7857,0.5658,logistic,2,market_home_prob|away_roll_pf
logistic/exh8,1954,0.6704,0.6124,0.2119,0.7226,0.8069,0.7879,0.5658,logistic,2,market_home_prob|home_roll_margin
logistic/exh8,1954,0.6484,0.6357,0.222,0.6935,0.7333,0.7572,0.4539,logistic,2,elo_diff|roll_margin_diff
logistic/exh8,1954,0.6658,0.6115,0.2116,0.7236,0.8092,0.7956,0.5658,logistic,2,elo_diff|elo_vs_spread
logistic/exh8,1954,0.651,0.6391,0.2234,0.6901,0.7494,0.7538,0.4474,logistic,2,elo_diff|elo_spread
logistic/exh8,1954,0.6443,0.6381,0.2231,0.6909,0.7402,0.7535,0.4408,logistic,2,elo_diff|away_roll_pf
logistic/exh8,1954,0.651,0.6371,0.2226,0.6915,0.7494,0.7583,0.4474,logistic,2,elo_diff|home_roll_margin
logistic/exh8,1954,0.6366,0.6396,0.2245,0.6816,0.7678,0.7436,0.4934,logistic,2,roll_margin_diff|elo_vs_spread
logistic/exh8,1954,0.6484,0.6357,0.222,0.6935,0.7333,0.7572,0.4539,logistic,2,roll_margin_diff|elo_spread
logistic/exh8,1954,0.6203,0.6505,0.2294,0.665,0.7356,0.7206,0.4276,logistic,2,roll_margin_diff|away_roll_pf
logistic/exh8,1954,0.6269,0.65,0.2292,0.6651,0.7448,0.7244,0.4605,logistic,2,roll_margin_diff|home_roll_margin
logistic/exh8,1954,0.6658,0.6115,0.2116,0.7236,0.8092,0.7956,0.5658,logistic,2,elo_vs_spread|elo_spread
logistic/exh8,1954,0.5937,0.6688,0.238,0.6249,0.6552,0.6689,0.3158,logistic,2,elo_vs_spread|away_roll_pf
logistic/exh8,1954,0.6151,0.6567,0.2323,0.6482,0.6897,0.7072,0.4013,logistic,2,elo_vs_spread|home_roll_margin
logistic/exh8,1954,0.6443,0.6381,0.2231,0.6909,0.7402,0.7535,0.4408,logistic,2,elo_spread|away_roll_pf
logistic/exh8,1954,0.651,0.6371,0.2226,0.6915,0.7494,0.7583,0.4474,logistic,2,elo_spread|home_roll_margin
logistic/exh8,1954,0.6177,0.6518,0.2301,0.661,0.7287,0.7211,0.4342,logistic,2,away_roll_pf|home_roll_margin
logistic/exh8,1954,0.6658,0.6119,0.2118,0.7233,0.8023,0.7937,0.5526,logistic,3,spread_line|market_home_prob|elo_diff
logistic/exh8,1954,0.6663,0.6114,0.2116,0.7234,0.8092,0.7931,0.5789,logistic,3,spread_line|market_home_prob|roll_margin_diff
logistic/exh8,1954,0.6658,0.6115,0.2116,0.7237,0.8092,0.7933,0.5658,logistic,3,spread_line|market_home_prob|elo_vs_spread
logistic/exh8,1954,0.6658,0.6119,0.2118,0.7233,0.8023,0.7937,0.5526,logistic,3,spread_line|market_home_prob|elo_spread
logistic/exh8,1954,0.6673,0.6111,0.2115,0.7237,0.8069,0.7926,0.5658,logistic,3,spread_line|market_home_prob|away_roll_pf
logistic/exh8,1954,0.6653,0.6112,0.2115,0.7236,0.8092,0.7941,0.5724,logistic,3,spread_line|market_home_prob|home_roll_margin
logistic/exh8,1954,0.6643,0.6121,0.2119,0.7231,0.8,0.7954,0.5461,logistic,3,spread_line|elo_diff|roll_margin_diff
logistic/exh8,1954,0.6658,0.6114,0.2116,0.7236,0.8092,0.7959,0.5658,logistic,3,spread_line|elo_diff|elo_vs_spread
logistic/exh8,1954,0.6658,0.6121,0.2119,0.7231,0.8046,0.7957,0.5526,logistic,3,spread_line|elo_diff|elo_spread
logistic/exh8,1954,0.6653,0.6121,0.2119,0.7232,0.8,0.795,0.5461,logistic,3,spread_line|elo_diff|away_roll_pf
logistic/exh8,1954,0.6658,0.612,0.2118,0.723,0.8046,0.7964,0.5592,logistic,3,spread_line|elo_diff|home_roll_margin
logistic/exh8,1954,0.6648,0.6112,0.2115,0.7238,0.8069,0.7954,0.5658,logistic,3,spread_line|roll_margin_diff|elo_vs_spread
logistic/exh8,1954,0.6643,0.6121,0.2119,0.7231,0.8,0.7954,0.5461,logistic,3,spread_line|roll_margin_diff|elo_spread
logistic/exh8,1954,0.6648,0.6113,0.2116,0.7232,0.8115,0.7948,0.5789,logistic,3,spread_line|roll_margin_diff|away_roll_pf
logistic/exh8,1954,0.6668,0.6112,0.2116,0.7232,0.8092,0.7961,0.5789,logistic,3,spread_line|roll_margin_diff|home_roll_margin
logistic/exh8,1954,0.6658,0.6114,0.2116,0.7236,0.8092,0.7959,0.5658,logistic,3,spread_line|elo_vs_spread|elo_spread
logistic/exh8,1954,0.6658,0.6112,0.2116,0.7237,0.8092,0.7949,0.5592,logistic,3,spread_line|elo_vs_spread|away_roll_pf
logistic/exh8,1954,0.6648,0.6111,0.2115,0.7238,0.8092,0.7964,0.5724,logistic,3,spread_line|elo_vs_spread|home_roll_margin
logistic/exh8,1954,0.6653,0.6121,0.2119,0.7232,0.8,0.795,0.5461,logistic,3,spread_line|elo_spread|away_roll_pf
logistic/exh8,1954,0.6658,0.612,0.2118,0.723,0.8046,0.7964,0.5592,logistic,3,spread_line|elo_spread|home_roll_margin
logistic/exh8,1954,0.6684,0.6109,0.2115,0.7235,0.8115,0.7956,0.5789,logistic,3,spread_line|away_roll_pf|home_roll_margin
logistic/exh8,1954,0.6709,0.6136,0.2123,0.7218,0.7977,0.788,0.5395,logistic,3,market_home_prob|elo_diff|roll_margin_diff
logistic/exh8,1954,0.6658,0.6117,0.2117,0.7236,0.8069,0.7929,0.5592,logistic,3,market_home_prob|elo_diff|elo_vs_spread
logistic/exh8,1954,0.6673,0.6137,0.2123,0.7217,0.7885,0.7882,0.5263,logistic,3,market_home_prob|elo_diff|elo_spread
logistic/exh8,1954,0.6673,0.6137,0.2123,0.7218,0.7885,0.7875,0.5263,logistic,3,market_home_prob|elo_diff|away_roll_pf
logistic/exh8,1954,0.6709,0.6136,0.2123,0.7218,0.8023,0.789,0.5461,logistic,3,market_home_prob|elo_diff|home_roll_margin
logistic/exh8,1954,0.6755,0.6123,0.2118,0.723,0.8046,0.7867,0.5658,logistic,3,market_home_prob|roll_margin_diff|elo_vs_spread
logistic/exh8,1954,0.6709,0.6136,0.2123,0.7218,0.7977,0.788,0.5395,logistic,3,market_home_prob|roll_margin_diff|elo_spread
logistic/exh8,1954,0.6725,0.6127,0.212,0.7224,0.8046,0.7863,0.5658,logistic,3,market_home_prob|roll_margin_diff|away_roll_pf
logistic/exh8,1954,0.6735,0.6126,0.212,0.7225,0.8069,0.7877,0.5658,logistic,3,market_home_prob|roll_margin_diff|home_roll_margin
logistic/exh8,1954,0.6658,0.6117,0.2117,0.7236,0.8069,0.7929,0.5592,logistic,3,market_home_prob|elo_vs_spread|elo_spread
logistic/exh8,1954,0.6714,0.6125,0.2119,0.7227,0.8,0.7855,0.5526,logistic,3,market_home_prob|elo_vs_spread|away_roll_pf
logistic/exh8,1954,0.6694,0.6124,0.2119,0.7227,0.8069,0.7877,0.5592,logistic,3,market_home_prob|elo_vs_spread|home_roll_margin
logistic/exh8,1954,0.6673,0.6137,0.2123,0.7218,0.7885,0.7875,0.5263,logistic,3,market_home_prob|elo_spread|away_roll_pf
logistic/exh8,1954,0.6709,0.6136,0.2123,0.7218,0.8023,0.789,0.5461,logistic,3,market_home_prob|elo_spread|home_roll_margin
logistic/exh8,1954,0.6704,0.6123,0.2119,0.7226,0.8046,0.7875,0.5592,logistic,3,market_home_prob|away_roll_pf|home_roll_margin
logistic/exh8,1954,0.6648,0.6114,0.2116,0.7237,0.8069,0.7953,0.5658,logistic,3,elo_diff|roll_margin_diff|elo_vs_spread
logistic/exh8,1954,0.6494,0.6357,0.222,0.6935,0.7356,0.7573,0.4539,logistic,3,elo_diff|roll_margin_diff|elo_spread
logistic/exh8,1954,0.6464,0.6357,0.222,0.6934,0.7402,0.7563,0.4474,logistic,3,elo_diff|roll_margin_diff|away_roll_pf
logistic/exh8,1954,0.651,0.6355,0.2219,0.6935,0.7402,0.7587,0.4539,logistic,3,elo_diff|roll_margin_diff|home_roll_margin
logistic/exh8,1954,0.6658,0.6115,0.2117,0.7235,0.8092,0.7958,0.5658,logistic,3,elo_diff|elo_vs_spread|elo_spread
logistic/exh8,1954,0.6653,0.6115,0.2116,0.7237,0.8092,0.7948,0.5592,logistic,3,elo_diff|elo_vs_spread|away_roll_pf
logistic/exh8,1954,0.6648,0.6114,0.2116,0.7236,0.8069,0.7964,0.5658,logistic,3,elo_diff|elo_vs_spread|home_roll_margin
logistic/exh8,1954,0.6448,0.6382,0.2231,0.6908,0.7402,0.7537,0.4408,logistic,3,elo_diff|elo_spread|away_roll_pf
logistic/exh8,1954,0.6515,0.6371,0.2226,0.6915,0.7494,0.7584,0.4474,logistic,3,elo_diff|elo_spread|home_roll_margin
logistic/exh8,1954,0.6499,0.6346,0.2216,0.6945,0.7448,0.7599,0.4539,logistic,3,elo_diff|away_roll_pf|home_roll_margin
logistic/exh8,1954,0.6648,0.6114,0.2116,0.7237,0.8069,0.7953,0.5658,logistic,3,roll_margin_diff|elo_vs_spread|elo_spread
logistic/exh8,1954,0.6361,0.6398,0.2246,0.6811,0.7632,0.7421,0.4868,logistic,3,roll_margin_diff|elo_vs_spread|away_roll_pf
logistic/exh8,1954,0.6387,0.6392,0.2242,0.682,0.7655,0.7462,0.4934,logistic,3,roll_margin_diff|elo_vs_spread|home_roll_margin
logistic/exh8,1954,0.6464,0.6357,0.222,0.6934,0.7402,0.7563,0.4474,logistic,3,roll_margin_diff|elo_spread|away_roll_pf
logistic/exh8,1954,0.651,0.6355,0.2219,0.6935,0.7402,0.7587,0.4539,logistic,3,roll_margin_diff|elo_spread|home_roll_margin
logistic/exh8,1954,0.6249,0.6485,0.2285,0.6679,0.7287,0.7271,0.4474,logistic,3,roll_margin_diff|away_roll_pf|home_roll_margin
logistic/exh8,1954,0.6653,0.6115,0.2116,0.7237,0.8092,0.7948,0.5592,logistic,3,elo_vs_spread|elo_spread|away_roll_pf
logistic/exh8,1954,0.6648,0.6114,0.2116,0.7236,0.8069,0.7964,0.5658,logistic,3,elo_vs_spread|elo_spread|home_roll_margin
logistic/exh8,1954,0.6244,0.6425,0.226,0.6743,0.7379,0.7402,0.4539,logistic,3,elo_vs_spread|away_roll_pf|home_roll_margin
logistic/exh8,1954,0.6499,0.6346,0.2216,0.6945,0.7448,0.7599,0.4539,logistic,3,elo_spread|away_roll_pf|home_roll_margin
logistic/exh8,1954,0.6658,0.612,0.2118,0.7233,0.7977,0.7935,0.5461,logistic,4,spread_line|market_home_prob|elo_diff|roll_margin_diff
logistic/exh8,1954,0.6643,0.6115,0.2116,0.7237,0.8092,0.7944,0.5658,logistic,4,spread_line|market_home_prob|elo_diff|elo_vs_spread
logistic/exh8,1954,0.6658,0.612,0.2118,0.7233,0.8023,0.7937,0.5526,logistic,4,spread_line|market_home_prob|elo_diff|elo_spread
logistic/exh8,1954,0.6673,0.612,0.2118,0.7234,0.8046,0.7931,0.5526,logistic,4,spread_line|market_home_prob|elo_diff|away_roll_pf
logistic/exh8,1954,0.6668,0.6119,0.2117,0.7234,0.8046,0.7944,0.5658,logistic,4,spread_line|market_home_prob|elo_diff|home_roll_margin
logistic/exh8,1954,0.6668,0.6115,0.2116,0.7238,0.8046,0.7931,0.5658,logistic,4,spread_line|market_home_prob|roll_margin_diff|elo_vs_spread
logistic/exh8,1954,0.6658,0.612,0.2118,0.7233,0.7977,0.7935,0.5461,logistic,4,spread_line|market_home_prob|roll_margin_diff|elo_spread
logistic/exh8,1954,0.6668,0.6115,0.2116,0.7233,0.8115,0.7926,0.5724,logistic,4,spread_line|market_home_prob|roll_margin_diff|away_roll_pf
logistic/exh8,1954,0.6663,0.6114,0.2116,0.7234,0.8092,0.7939,0.5789,logistic,4,spread_line|market_home_prob|roll_margin_diff|home_roll_margin
logistic/exh8,1954,0.6643,0.6115,0.2116,0.7237,0.8092,0.7944,0.5658,logistic,4,spread_line|market_home_prob|elo_vs_spread|elo_spread
logistic/exh8,1954,0.6679,0.6115,0.2116,0.7237,0.8046,0.7927,0.5526,logistic,4,spread_line|market_home_prob|elo_vs_spread|away_roll_pf
logistic/exh8,1954,0.6668,0.6114,0.2116,0.7237,0.8046,0.794,0.5658,logistic,4,spread_line|market_home_prob|elo_vs_spread|home_roll_margin
logistic/exh8,1954,0.6673,0.612,0.2118,0.7234,0.8046,0.7931,0.5526,logistic,4,spread_line|market_home_prob|elo_spread|away_roll_pf
logistic/exh8,1954,0.6668,0.6119,0.2117,0.7234,0.8046,0.7944,0.5658,logistic,4,spread_line|market_home_prob|elo_spread|home_roll_margin
logistic/exh8,1954,0.6648,0.6111,0.2115,0.7234,0.8046,0.7935,0.5658,logistic,4,spread_line|market_home_prob|away_roll_pf|home_roll_margin
logistic/exh8,1954,0.6658,0.6115,0.2116,0.7236,0.8046,0.7956,0.5592,logistic,4,spread_line|elo_diff|roll_margin_diff|elo_vs_spread
logistic/exh8,1954,0.6643,0.6122,0.2119,0.723,0.8,0.7954,0.5395,logistic,4,spread_line|elo_diff|roll_margin_diff|elo_spread
logistic/exh8,1954,0.6663,0.6122,0.2119,0.7231,0.8,0.7948,0.5395,logistic,4,spread_line|elo_diff|roll_margin_diff|away_roll_pf
logistic/exh8,1954,0.6653,0.6121,0.2119,0.723,0.8023,0.7962,0.5592,logistic,4,spread_line|elo_diff|roll_margin_diff|home_roll_margin
logistic/exh8,1954,0.6658,0.6115,0.2116,0.7236,0.8092,0.7959,0.5658,logistic,4,spread_line|elo_diff|elo_vs_spread|elo_spread
logistic/exh8,1954,0.6663,0.6114,0.2116,0.7237,0.8092,0.7953,0.5592,logistic,4,spread_line|elo_diff|elo_vs_spread|away_roll_pf
logistic/exh8,1954,0.6648,0.6113,0.2116,0.7238,0.8069,0.7965,0.5658,logistic,4,spread_line|elo_diff|elo_vs_spread|home_roll_margin
logistic/exh8,1954,0.6658,0.6121,0.2119,0.7232,0.8,0.795,0.5461,logistic,4,spread_line|elo_diff|elo_spread|away_roll_pf
logistic/exh8,1954,0.6653,0.612,0.2118,0.723,0.8046,0.7963,0.5592,logistic,4,spread_line|elo_diff|elo_spread|home_roll_margin
logistic/exh8,1954,0.6663,0.6118,0.2117,0.7234,0.8,0.7956,0.5526,logistic,4,spread_line|elo_diff|away_roll_pf|home_roll_margin
logistic/exh8,1954,0.6658,0.6115,0.2116,0.7236,0.8046,0.7956,0.5592,logistic,4,spread_line|roll_margin_diff|elo_vs_spread|elo_spread
logistic/exh8,1954,0.6648,0.6113,0.2116,0.7237,0.8046,0.7948,0.5592,logistic,4,spread_line|roll_margin_diff|elo_vs_spread|away_roll_pf
logistic/exh8,1954,0.6643,0.6112,0.2116,0.7238,0.8092,0.7961,0.5724,logistic,4,spread_line|roll_margin_diff|elo_vs_spread|home_roll_margin
logistic/exh8,1954,0.6663,0.6122,0.2119,0.7231,0.8,0.7948,0.5395,logistic,4,spread_line|roll_margin_diff|elo_spread|away_roll_pf
logistic/exh8,1954,0.6653,0.6121,0.2119,0.723,0.8023,0.7962,0.5592,logistic,4,spread_line|roll_margin_diff|elo_spread|home_roll_margin
logistic/exh8,1954,0.6684,0.611,0.2115,0.7231,0.8092,0.7956,0.5724,logistic,4,spread_line|roll_margin_diff|away_roll_pf|home_roll_margin
logistic/exh8,1954,0.6663,0.6114,0.2116,0.7237,0.8092,0.7953,0.5592,logistic,4,spread_line|elo_vs_spread|elo_spread|away_roll_pf
logistic/exh8,1954,0.6648,0.6113,0.2116,0.7238,0.8069,0.7965,0.5658,logistic,4,spread_line|elo_vs_spread|elo_spread|home_roll_margin
logistic/exh8,1954,0.6668,0.611,0.2114,0.724,0.8069,0.7956,0.5658,logistic,4,spread_line|elo_vs_spread|away_roll_pf|home_roll_margin
logistic/exh8,1954,0.6663,0.6118,0.2117,0.7234,0.8,0.7956,0.5526,logistic,4,spread_line|elo_spread|away_roll_pf|home_roll_margin
logistic/exh8,1954,0.6668,0.6117,0.2117,0.7237,0.8069,0.7928,0.5724,logistic,4,market_home_prob|elo_diff|roll_margin_diff|elo_vs_spread
logistic/exh8,1954,0.6709,0.6137,0.2123,0.7218,0.7977,0.788,0.5395,logistic,4,market_home_prob|elo_diff|roll_margin_diff|elo_spread
logistic/exh8,1954,0.6684,0.6137,0.2123,0.7218,0.7885,0.7874,0.5197,logistic,4,market_home_prob|elo_diff|roll_margin_diff|away_roll_pf
logistic/exh8,1954,0.672,0.6137,0.2123,0.7218,0.8,0.7888,0.5395,logistic,4,market_home_prob|elo_diff|roll_margin_diff|home_roll_margin
logistic/exh8,1954,0.6653,0.6116,0.2117,0.7235,0.8092,0.7939,0.5658,logistic,4,market_home_prob|elo_diff|elo_vs_spread|elo_spread
logistic/exh8,1954,0.6679,0.6117,0.2117,0.7236,0.8046,0.7923,0.5526,logistic,4,market_home_prob|elo_diff|elo_vs_spread|away_roll_pf
logistic/exh8,1954,0.6668,0.6116,0.2116,0.7235,0.8046,0.7937,0.5658,logistic,4,market_home_prob|elo_diff|elo_vs_spread|home_roll_margin
logistic/exh8,1954,0.6673,0.6137,0.2123,0.7217,0.7862,0.7875,0.5197,logistic,4,market_home_prob|elo_diff|elo_spread|away_roll_pf
logistic/exh8,1954,0.6709,0.6136,0.2123,0.7217,0.8023,0.7891,0.5461,logistic,4,market_home_prob|elo_diff|elo_spread|home_roll_margin
logistic/exh8,1954,0.6689,0.6134,0.2122,0.722,0.7954,0.7883,0.5395,logistic,4,market_home_prob|elo_diff|away_roll_pf|home_roll_margin
logistic/exh8,1954,0.6668,0.6117,0.2117,0.7237,0.8069,0.7928,0.5724,logistic,4,market_home_prob|roll_margin_diff|elo_vs_spread|elo_spread
logistic/exh8,1954,0.673,0.6124,0.2119,0.7228,0.8046,0.786,0.5658,logistic,4,market_home_prob|roll_margin_diff|elo_vs_spread|away_roll_pf
logistic/exh8,1954,0.6704,0.6124,0.2119,0.7228,0.8092,0.7875,0.5724,logistic,4,market_home_prob|roll_margin_diff|elo_vs_spread|home_roll_margin
logistic/exh8,1954,0.6684,0.6137,0.2123,0.7218,0.7885,0.7874,0.5197,logistic,4,market_home_prob|roll_margin_diff|elo_spread|away_roll_pf
logistic/exh8,1954,0.672,0.6137,0.2123,0.7218,0.8,0.7888,0.5395,logistic,4,market_home_prob|roll_margin_diff|elo_spread|home_roll_margin
logistic/exh8,1954,0.6725,0.6125,0.2119,0.7224,0.8046,0.7874,0.5592,logistic,4,market_home_prob|roll_margin_diff|away_roll_pf|home_roll_margin
logistic/exh8,1954,0.6679,0.6117,0.2117,0.7236,0.8046,0.7923,0.5526,logistic,4,market_home_prob|elo_vs_spread|elo_spread|away_roll_pf
logistic/exh8,1954,0.6668,0.6116,0.2116,0.7235,0.8046,0.7937,0.5658,logistic,4,market_home_prob|elo_vs_spread|elo_spread|home_roll_margin
logistic/exh8,1954,0.6709,0.6122,0.2118,0.7228,0.8046,0.7874,0.5658,logistic,4,market_home_prob|elo_vs_spread|away_roll_pf|home_roll_margin
logistic/exh8,1954,0.6689,0.6134,0.2122,0.722,0.7954,0.7883,0.5395,logistic,4,market_home_prob|elo_spread|away_roll_pf|home_roll_margin
logistic/exh8,1954,0.6653,0.6116,0.2117,0.7236,0.8046,0.7955,0.5592,logistic,4,elo_diff|roll_margin_diff|elo_vs_spread|elo_spread
logistic/exh8,1954,0.6663,0.6115,0.2117,0.7236,0.8046,0.7947,0.5592,logistic,4,elo_diff|roll_margin_diff|elo_vs_spread|away_roll_pf
logistic/exh8,1954,0.6643,0.6115,0.2116,0.7236,0.8069,0.7961,0.5658,logistic,4,elo_diff|roll_margin_diff|elo_vs_spread|home_roll_margin
logistic/exh8,1954,0.6469,0.6358,0.2221,0.6933,0.7402,0.7565,0.4474,logistic,4,elo_diff|roll_margin_diff|elo_spread|away_roll_pf
logistic/exh8,1954,0.651,0.6356,0.222,0.6934,0.7402,0.7588,0.4539,logistic,4,elo_diff|roll_margin_diff|elo_spread|home_roll_margin
logistic/exh8,1954,0.6479,0.6346,0.2216,0.6947,0.7425,0.7595,0.4408,logistic,4,elo_diff|roll_margin_diff|away_roll_pf|home_roll_margin
logistic/exh8,1954,0.6663,0.6115,0.2117,0.7237,0.8092,0.7952,0.5592,logistic,4,elo_diff|elo_vs_spread|elo_spread|away_roll_pf
logistic/exh8,1954,0.6648,0.6115,0.2116,0.7235,0.8069,0.7965,0.5658,logistic,4,elo_diff|elo_vs_spread|elo_spread|home_roll_margin
logistic/exh8,1954,0.6684,0.6112,0.2115,0.7237,0.8092,0.7955,0.5724,logistic,4,elo_diff|elo_vs_spread|away_roll_pf|home_roll_margin
logistic/exh8,1954,0.6515,0.6347,0.2216,0.6946,0.7471,0.76,0.4539,logistic,4,elo_diff|elo_spread|away_roll_pf|home_roll_margin
logistic/exh8,1954,0.6663,0.6115,0.2117,0.7236,0.8046,0.7947,0.5592,logistic,4,roll_margin_diff|elo_vs_spread|elo_spread|away_roll_pf
logistic/exh8,1954,0.6643,0.6115,0.2116,0.7236,0.8069,0.7961,0.5658,logistic,4,roll_margin_diff|elo_vs_spread|elo_spread|home_roll_margin
logistic/exh8,1954,0.6336,0.6384,0.224,0.6826,0.7563,0.7473,0.4934,logistic,4,roll_margin_diff|elo_vs_spread|away_roll_pf|home_roll_margin
logistic/exh8,1954,0.6479,0.6346,0.2216,0.6947,0.7425,0.7595,0.4408,logistic,4,roll_margin_diff|elo_spread|away_roll_pf|home_roll_margin
logistic/exh8,1954,0.6684,0.6112,0.2115,0.7237,0.8092,0.7955,0.5724,logistic,4,elo_vs_spread|elo_spread|away_roll_pf|home_roll_margin
logistic/exh8,1954,0.6648,0.6116,0.2116,0.7238,0.8046,0.7942,0.5658,logistic,5,spread_line|market_home_prob|elo_diff|roll_margin_diff|elo_vs_spread
logistic/exh8,1954,0.6658,0.6121,0.2118,0.7233,0.7977,0.7935,0.5461,logistic,5,spread_line|market_home_prob|elo_diff|roll_margin_diff|elo_spread
logistic/exh8,1954,0.6679,0.6122,0.2118,0.7233,0.8046,0.793,0.5526,logistic,5,spread_line|market_home_prob|elo_diff|roll_margin_diff|away_roll_pf
logistic/exh8,1954,0.6663,0.6121,0.2118,0.7232,0.8023,0.7944,0.5592,logistic,5,spread_line|market_home_prob|elo_diff|roll_margin_diff|home_roll_margin
logistic/exh8,1954,0.6643,0.6115,0.2116,0.7236,0.8092,0.7948,0.5658,logistic,5,spread_line|market_home_prob|elo_diff|elo_vs_spread|elo_spread
logistic/exh8,1954,0.6658,0.6115,0.2116,0.7237,0.8046,0.7939,0.5526,logistic,5,spread_line|market_home_prob|elo_diff|elo_vs_spread|away_roll_pf
logistic/exh8,1954,0.6658,0.6114,0.2116,0.7237,0.8046,0.7951,0.5658,logistic,5,spread_line|market_home_prob|elo_diff|elo_vs_spread|home_roll_margin
logistic/exh8,1954,0.6668,0.612,0.2118,0.7234,0.8046,0.7931,0.5526,logistic,5,spread_line|market_home_prob|elo_diff|elo_spread|away_roll_pf
logistic/exh8,1954,0.6673,0.6119,0.2118,0.7233,0.8046,0.7944,0.5658,logistic,5,spread_line|market_home_prob|elo_diff|elo_spread|home_roll_margin
logistic/exh8,1954,0.6689,0.6118,0.2117,0.7235,0.8023,0.7938,0.5592,logistic,5,spread_line|market_home_prob|elo_diff|away_roll_pf|home_roll_margin
logistic/exh8,1954,0.6648,0.6116,0.2116,0.7238,0.8046,0.7942,0.5658,logistic,5,spread_line|market_home_prob|roll_margin_diff|elo_vs_spread|elo_spread
logistic/exh8,1954,0.6679,0.6116,0.2116,0.7237,0.8046,0.7925,0.5526,logistic,5,spread_line|market_home_prob|roll_margin_diff|elo_vs_spread|away_roll_pf
logistic/exh8,1954,0.6668,0.6115,0.2116,0.7236,0.8069,0.7938,0.5724,logistic,5,spread_line|market_home_prob|roll_margin_diff|elo_vs_spread|home_roll_margin
logistic/exh8,1954,0.6679,0.6122,0.2118,0.7233,0.8046,0.793,0.5526,logistic,5,spread_line|market_home_prob|roll_margin_diff|elo_spread|away_roll_pf
logistic/exh8,1954,0.6663,0.6121,0.2118,0.7232,0.8023,0.7944,0.5592,logistic,5,spread_line|market_home_prob|roll_margin_diff|elo_spread|home_roll_margin
logistic/exh8,1954,0.6658,0.6113,0.2116,0.7231,0.8023,0.7934,0.5592,logistic,5,spread_line|market_home_prob|roll_margin_diff|away_roll_pf|home_roll_margin
logistic/exh8,1954,0.6658,0.6115,0.2116,0.7237,0.8046,0.7939,0.5526,logistic,5,spread_line|market_home_prob|elo_vs_spread|elo_spread|away_roll_pf
logistic/exh8,1954,0.6658,0.6114,0.2116,0.7237,0.8046,0.7951,0.5658,logistic,5,spread_line|market_home_prob|elo_vs_spread|elo_spread|home_roll_margin
logistic/exh8,1954,0.6679,0.6113,0.2115,0.7237,0.8092,0.7934,0.5724,logistic,5,spread_line|market_home_prob|elo_vs_spread|away_roll_pf|home_roll_margin
logistic/exh8,1954,0.6689,0.6118,0.2117,0.7235,0.8023,0.7938,0.5592,logistic,5,spread_line|market_home_prob|elo_spread|away_roll_pf|home_roll_margin
logistic/exh8,1954,0.6658,0.6115,0.2117,0.7236,0.8046,0.7957,0.5592,logistic,5,spread_line|elo_diff|roll_margin_diff|elo_vs_spread|elo_spread
