league,club,squad_value_eur_m,wage_bill_eur_m,squad_size,avg_age,foreigners,avg_value_eur_m
ligue_2,AC Ajaccio,13.63,,34.0,25.2,18.0,0.401
ligue_2,Le Mans FC,12.85,,32.0,26.8,12.0,0.402
ligue_2,AS Nancy-Lorraine,12.78,,34.0,25.5,19.0,0.376
ligue_2,US Orléans,12.5,,35.0,25.9,10.0,0.357
ligue_2,Clermont Foot 63,12.23,,29.0,25.1,16.0,0.422
ligue_2,Chamois Niortais FC,11.85,,31.0,23.7,16.0,0.382
ligue_2,Grenoble Foot 38,10.73,,28.0,26.9,14.0,0.383
ligue_2,FC Chambly Oise,9.15,,35.0,28.7,6.0,0.261
ligue_2,Rodez AF,8.58,,30.0,26.1,6.0,0.286
bundesliga,Bayern Munich,777.33,,38.0,24.2,21.0,20.46
bundesliga,Borussia Dortmund,654.05,,37.0,25.0,20.0,17.68
bundesliga,RB Leipzig,570.48,,38.0,23.4,26.0,15.01
bundesliga,Bayer 04 Leverkusen,398.95,,29.0,25.7,18.0,13.76
bundesliga,Borussia Mönchengladbach,254.7,,34.0,26.3,17.0,7.49
bundesliga,TSG 1899 Hoffenheim,226.05,,37.0,26.8,25.0,6.11
bundesliga,FC Schalke 04,221.58,,33.0,24.6,20.0,6.71
bundesliga,Hertha BSC,217.2,,42.0,24.7,23.0,5.17
bundesliga,Eintracht Frankfurt,208.98,,35.0,27.0,24.0,5.97
bundesliga,VfL Wolfsburg,207.6,,38.0,25.2,24.0,5.46
bundesliga,SV Werder Bremen,135.13,,36.0,26.6,18.0,3.75
bundesliga,SC Freiburg,122.65,,30.0,26.3,10.0,4.09
bundesliga,1.FSV Mainz 05,121.58,,35.0,24.4,19.0,3.47
bundesliga,FC Augsburg,112.95,,37.0,26.0,19.0,3.05
bundesliga,1.FC Köln,98.48,,35.0,25.7,15.0,2.81
bundesliga,Fortuna Düsseldorf,71.78,,37.0,26.7,17.0,1.94
bundesliga,1.FC Union Berlin,41.2,,34.0,26.7,12.0,1.21
bundesliga,SC Paderborn 07,28.9,,32.0,25.9,15.0,0.903
la_liga,FC Barcelona,930.28,,42.0,24.7,23.0,22.15
la_liga,Real Madrid,913.75,,33.0,26.2,21.0,27.69
la_liga,Atlético de Madrid,720.15,,33.0,25.3,16.0,21.82
la_liga,Valencia CF,427.8,,33.0,25.9,17.0,12.96
la_liga,Real Sociedad,347.55,,36.0,25.0,7.0,9.65
la_liga,Sevilla FC,294.75,,35.0,26.2,16.0,8.42
la_liga,Real Betis Balompié,244.35,,38.0,25.5,10.0,6.43
la_liga,Athletic Bilbao,211.75,,32.0,26.8,2.0,6.62
la_liga,Villarreal CF,208.68,,33.0,26.9,11.0,6.32
la_liga,Getafe CF,175.45,,33.0,28.5,17.0,5.32
la_liga,Celta de Vigo,167.0,,35.0,25.5,13.0,4.77
la_liga,RCD Espanyol Barcelona,156.05,,40.0,26.3,12.0,3.9
la_liga,CD Leganés,109.7,,39.0,25.8,16.0,2.81
la_liga,Deportivo Alavés,106.75,,37.0,26.6,11.0,2.89
la_liga,Levante UD,90.5,,33.0,27.0,8.0,2.74
la_liga,Real Valladolid CF,87.78,,37.0,26.0,9.0,2.37
la_liga,RCD Mallorca,64.68,,35.0,26.9,15.0,1.85
la_liga,CA Osasuna,62.78,,37.0,26.9,4.0,1.7
la_liga,Granada CF,56.58,,34.0,26.4,13.0,1.66
la_liga,SD Eibar,53.75,,29.0,28.8,11.0,1.85
serie_a,Juventus FC,661.88,,38.0,27.2,23.0,17.42
serie_a,Inter Milan,606.05,,34.0,27.3,19.0,17.83
serie_a,SSC Napoli,548.28,,33.0,27.3,24.0,16.61
serie_a,AC Milan,404.33,,37.0,25.7,22.0,10.93
serie_a,AS Roma,392.73,,36.0,26.1,23.0,10.91
serie_a,SS Lazio,303.88,,34.0,26.6,24.0,8.94
serie_a,ACF Fiorentina,302.23,,42.0,25.2,28.0,7.2
serie_a,Atalanta BC,291.43,,37.0,25.4,26.0,7.88
serie_a,US Sassuolo,167.98,,44.0,24.8,18.0,3.82
serie_a,Cagliari Calcio,167.83,,41.0,26.3,16.0,4.09
serie_a,Torino FC,163.55,,37.0,25.2,17.0,4.42
serie_a,Genoa CFC,142.38,,43.0,26.7,25.0,3.31
serie_a,UC Sampdoria,135.28,,38.0,25.7,20.0,3.56
serie_a,Bologna FC 1909,129.65,,40.0,25.0,26.0,3.24
serie_a,Parma Calcio 1913,128.75,,40.0,26.6,19.0,3.22
serie_a,Udinese Calcio,121.08,,39.0,25.3,28.0,3.1
serie_a,Hellas Verona,112.53,,40.0,25.4,19.0,2.81
serie_a,Brescia Calcio,83.23,,33.0,26.4,11.0,2.52
serie_a,SPAL,73.63,,42.0,26.1,23.0,1.75
serie_a,US Lecce,52.33,,47.0,25.4,17.0,1.11
